Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
if (validaBtnParticipar == true),Chrome 77.0.3865.75,,2019-09-14 18:04:14,2019-09-14 18:04:14,"0,001s",PASSED
Start listener action : sampleAfterTestCase,Chrome 77.0.3865.75,,2019-09-14 18:04:14,2019-09-14 18:04:15,"0,752s",PASSED
,,,,,,
Test Cases/CT008 - QueroParticiparCPF,Chrome 77.0.3865.75,,2019-09-14 18:04:15,2019-09-14 18:04:29,"13,721s",PASSED
home.AcessarHome.refreshBrowser(),Chrome 77.0.3865.75,,2019-09-14 18:04:15,2019-09-14 18:04:23,"7,483s",PASSED
"click(findTestObject(""PageHome/btnQueroParticipar""))",Chrome 77.0.3865.75,,2019-09-14 18:04:23,2019-09-14 18:04:23,"0,154s",PASSED
delay(timeOutSmall),Chrome 77.0.3865.75,,2019-09-14 18:04:23,2019-09-14 18:04:24,"1,002s",PASSED
"click(findTestObject(""QueroParticipar/frameTrabalhoObras""))",Chrome 77.0.3865.75,,2019-09-14 18:04:24,2019-09-14 18:04:24,"0,182s",PASSED
"click(findTestObject(""QueroParticipar/campoSelecioneProfissao""))",Chrome 77.0.3865.75,,2019-09-14 18:04:24,2019-09-14 18:04:24,"0,167s",PASSED
"click(findTestObject(""QueroParticipar/selecaoUsuarioArquiteto""))",Chrome 77.0.3865.75,,2019-09-14 18:04:24,2019-09-14 18:04:27,"2,194s",PASSED
delay(timeOutSmall),Chrome 77.0.3865.75,,2019-09-14 18:04:27,2019-09-14 18:04:28,"1,001s",PASSED
"setText(findTestObject(""QueroParticipar/campoCPFArquiteto""), CPFUsuario)",Chrome 77.0.3865.75,,2019-09-14 18:04:28,2019-09-14 18:04:28,"0,468s",PASSED
Start listener action : sampleAfterTestCase,Chrome 77.0.3865.75,,2019-09-14 18:04:28,2019-09-14 18:04:29,"0,747s",PASSED
,,,,,,
Test Cases/CT009 - QueroParticiparCNPJ,Chrome 77.0.3865.75,,2019-09-14 18:04:29,2019-09-14 18:04:42,"12,955s",PASSED
home.AcessarHome.refreshBrowser(),Chrome 77.0.3865.75,,2019-09-14 18:04:29,2019-09-14 18:04:37,"7,383s",PASSED
"click(findTestObject(""PageHome/btnQueroParticipar""))",Chrome 77.0.3865.75,,2019-09-14 18:04:37,2019-09-14 18:04:37,"0,200s",PASSED
delay(timeOutSmall),Chrome 77.0.3865.75,,2019-09-14 18:04:37,2019-09-14 18:04:38,"1,001s",PASSED
"click(findTestObject(""QueroParticipar/frameTrabalhoLoja""))",Chrome 77.0.3865.75,,2019-09-14 18:04:38,2019-09-14 18:04:38,"0,183s",PASSED
"click(findTestObject(""QueroParticipar/listBoxSelecioneProfissao""))",Chrome 77.0.3865.75,,2019-09-14 18:04:38,2019-09-14 18:04:38,"0,163s",PASSED
"click(findTestObject(""QueroParticipar/selecaoUsuarioGerente""))",Chrome 77.0.3865.75,,2019-09-14 18:04:38,2019-09-14 18:04:40,"1,783s",PASSED
"setText(findTestObject(""QueroParticipar/campoCNPJGerente""), CNPJLoja)",Chrome 77.0.3865.75,,2019-09-14 18:04:40,2019-09-14 18:04:41,"0,651s",PASSED
"setText(findTestObject(""QueroParticipar/campoCPFGerente""), CPFUsuario)",Chrome 77.0.3865.75,,2019-09-14 18:04:41,2019-09-14 18:04:41,"0,432s",PASSED
Start listener action : sampleAfterTestCase,Chrome 77.0.3865.75,,2019-09-14 18:04:41,2019-09-14 18:04:42,"0,746s",PASSED
